1, 112
2, 94
3, 252
4, 219
5, 265
6, 972
7, 305
8, 819
9, 636
10, 731
11, 159
12, 534
13, 371
14, 91
15, 248
16, 216
17, 345
18, 540
19, 698
20, 108
21, 106
22, 305
23, 877
24, 929
25, 133
26, 424
27, 262
28, 210
29, 423
30, 139
31, 282
32, 281
33, 558
34, 403
36, 252
38, 512
39, 90
41, 404
42, 431
43, 103
44, 227
45, 191
46, 333
47, 345
48, 43
49, 632
50, 574
51, 257
52, 394
53, 931
54, 207
55, 276
56, 442
57, 977
58, 37
60, 783
62, 406
63, 714
64, 593
65, 198
66, 913
67, 103
68, 173
69, 694
70, 171
71, 267
72, 175
73, 374
74, 336
75, 439
76, 868
77, 520
78, 255
79, 592
80, 321
81, 144
82, 344
83, 475
84, 317
85, 243
86, 261
87, 181
88, 785
89, 564
90, 399
92, 116
93, 202
94, 514
95, 250
96, 184
97, 327
98, 107
100, 153
101, 173
102, 320
103, 106
104, 408
107, 54
108, 213
109, 405
110, 373
111, 430
112, 136
113, 946
114, 408
115, 472
116, 584
117, 270
118, 297
119, 67
120, 898
121, 338
122, 81
123, 444
124, 537
125, 21
126, 315
127, 199
128, 279
