1, 618
2, 291
3, 132
4, 590
5, 409
6, 488
7, 482
8, 203
9, 690
10, 366
11, 248
12, 688
13, 113
14, 427
15, 497
16, 884
17, 251
18, 72
19, 316
20, 115
21, 118
22, 730
23, 486
24, 132
25, 539
26, 278
27, 95
28, 526
29, 272
30, 548
32, 350
33, 200
34, 314
35, 130
36, 198
37, 384
38, 233
39, 971
40, 341
41, 178
42, 326
43, 876
44, 266
45, 471
46, 192
47, 291
48, 258
49, 507
50, 302
51, 133
52, 394
53, 47
54, 776
55, 516
56, 154
57, 391
58, 301
59, 95
60, 348
61, 161
62, 90
63, 627
65, 425
66, 73
67, 121
68, 475
69, 230
70, 231
71, 65
72, 48
73, 456
74, 385
75, 765
76, 370
77, 926
78, 971
79, 467
80, 701
81, 788
82, 742
83, 128
84, 475
85, 64
86, 90
87, 753
89, 594
90, 111
91, 282
92, 372
94, 698
95, 109
96, 824
97, 68
98, 134
99, 20
100, 379
101, 536
102, 579
103, 266
104, 44
105, 305
106, 635
108, 287
109, 877
111, 374
112, 302
113, 585
114, 324
115, 220
116, 320
117, 349
118, 175
119, 939
121, 203
122, 341
123, 707
124, 172
125, 379
126, 182
127, 124
128, 312
129, 453
130, 151
131, 153
132, 129
133, 307
135, 230
136, 192
137, 154
138, 795
139, 343
140, 332
141, 941
142, 207
143, 134
144, 207
145, 185
146, 142
147, 572
148, 208
150, 26
151, 155
152, 104
153, 53
154, 739
155, 842
156, 798
157, 148
158, 478
159, 240
160, 207
161, 67
162, 68
163, 406
164, 351
165, 809
166, 537
167, 39
168, 503
169, 453
170, 431
171, 764
172, 647
173, 390
174, 554
175, 623
176, 98
177, 756
178, 89
179, 497
180, 858
181, 107
182, 654
183, 44
184, 598
186, 157
187, 395
188, 331
189, 749
190, 133
191, 586
192, 518
193, 122
194, 632
195, 226
196, 162
197, 409
198, 707
199, 224
200, 571
201, 288
202, 121
203, 548
204, 339
205, 796
206, 197
207, 39
208, 276
209, 326
210, 482
211, 133
213, 119
214, 392
215, 529
216, 887
217, 398
218, 267
219, 128
220, 391
221, 405
223, 84
224, 205
225, 314
226, 453
227, 260
228, 288
229, 286
230, 271
231, 629
232, 118
235, 470
236, 360
237, 642
238, 319
240, 574
241, 60
242, 687
243, 452
244, 90
245, 121
246, 338
247, 768
248, 211
249, 116
250, 376
253, 515
254, 867
255, 726
256, 86
257, 84
258, 249
259, 336
260, 503
261, 200
262, 56
263, 85
264, 54
265, 201
266, 389
267, 78
268, 189
269, 341
270, 62
271, 336
273, 296
274, 130
275, 145
276, 304
277, 365
278, 400
279, 147
280, 249
281, 456
282, 580
283, 114
284, 591
286, 428
287, 309
288, 994
289, 405
290, 110
291, 785
293, 138
294, 222
295, 478
296, 189
297, 208
298, 191
299, 345
300, 355
301, 635
302, 414
304, 131
305, 684
306, 290
307, 890
308, 356
309, 215
310, 895
311, 402
312, 142
314, 274
315, 157
316, 155
317, 135
318, 113
319, 186
320, 513
321, 704
322, 335
323, 971
324, 48
325, 631
326, 380
327, 171
328, 137
329, 191
330, 365
331, 72
332, 196
333, 940
334, 721
335, 172
336, 208
337, 728
339, 301
340, 574
341, 697
343, 353
344, 548
345, 417
346, 801
347, 233
348, 742
349, 792
350, 126
351, 413
352, 507
353, 71
355, 82
356, 750
357, 546
358, 779
359, 946
360, 298
361, 165
362, 515
363, 139
365, 667
367, 195
368, 167
369, 161
370, 332
371, 244
372, 50
373, 355
374, 284
375, 934
376, 197
377, 67
378, 383
379, 879
380, 129
381, 444
382, 298
383, 826
384, 269
385, 87
386, 621
388, 346
389, 209
391, 166
392, 345
393, 679
395, 87
396, 267
397, 101
398, 979
399, 478
400, 411
401, 358
402, 208
403, 136
404, 314
406, 381
407, 574
408, 178
409, 141
410, 398
411, 467
412, 584
413, 173
414, 332
415, 586
416, 134
418, 116
419, 298
420, 187
422, 731
423, 119
424, 264
425, 65
427, 39
428, 28
429, 304
430, 98
431, 196
432, 164
433, 235
436, 333
437, 118
438, 969
439, 133
440, 324
441, 50
442, 617
443, 331
444, 349
445, 344
448, 180
449, 467
450, 626
451, 125
452, 751
453, 719
454, 502
455, 431
456, 345
457, 256
459, 887
460, 281
461, 242
462, 323
463, 363
464, 689
465, 236
466, 252
467, 145
468, 196
469, 189
470, 625
471, 454
472, 980
473, 463
474, 473
475, 290
476, 128
477, 192
478, 152
479, 548
480, 605
481, 625
482, 128
483, 174
484, 752
485, 635
486, 251
487, 634
488, 473
489, 21
490, 788
491, 434
492, 294
493, 762
494, 366
495, 211
496, 133
497, 470
498, 283
499, 182
500, 715
501, 428
502, 421
503, 433
504, 92
505, 681
506, 743
508, 397
509, 188
510, 200
511, 417
512, 325
513, 391
514, 193
515, 172
516, 295
517, 236
518, 999
519, 300
521, 336
522, 229
523, 645
524, 366
525, 638
526, 99
527, 809
528, 122
529, 454
530, 266
531, 147
532, 116
533, 751
534, 23
535, 123
536, 273
537, 147
538, 587
539, 753
540, 56
541, 414
542, 296
543, 531
544, 411
545, 648
546, 610
547, 120
549, 640
550, 363
551, 161
552, 602
553, 641
554, 154
555, 46
556, 574
557, 166
558, 144
559, 86
561, 145
562, 197
563, 184
564, 469
565, 457
566, 712
568, 463
569, 175
570, 461
571, 779
572, 249
573, 99
574, 813
575, 275
576, 999
577, 57
578, 325
579, 485
580, 187
581, 237
582, 363
583, 420
584, 274
586, 231
587, 421
589, 312
590, 502
591, 357
592, 160
593, 349
594, 124
595, 793
596, 279
597, 92
598, 57
599, 176
601, 579
602, 165
603, 439
604, 276
605, 266
606, 892
607, 584
609, 73
610, 186
611, 277
612, 378
613, 727
614, 661
615, 192
616, 216
617, 194
618, 905
619, 508
620, 261
621, 252
622, 790
623, 740
624, 52
625, 194
626, 38
628, 219
629, 80
630, 95
631, 454
632, 977
633, 205
634, 789
635, 126
636, 383
638, 759
639, 187
640, 350
641, 305
642, 253
643, 17
644, 103
645, 317
646, 634
647, 319
648, 217
649, 135
650, 366
651, 159
652, 75
653, 864
654, 407
655, 470
656, 101
657, 424
658, 719
659, 680
660, 92
661, 103
662, 443
663, 297
664, 749
666, 309
667, 556
668, 144
670, 441
671, 278
672, 261
673, 82
674, 275
675, 592
676, 107
677, 169
678, 548
679, 694
680, 125
681, 217
682, 410
683, 718
684, 161
685, 734
686, 482
687, 359
688, 310
689, 629
690, 178
691, 118
692, 813
693, 690
694, 447
695, 367
696, 342
697, 114
698, 332
699, 91
700, 43
702, 209
703, 108
704, 319
705, 310
706, 93
707, 100
708, 232
709, 868
710, 77
711, 91
712, 45
713, 598
714, 205
715, 823
716, 113
717, 65
718, 859
719, 798
720, 38
721, 387
722, 235
723, 476
724, 448
725, 110
726, 149
727, 106
728, 781
729, 329
730, 254
731, 69
732, 362
733, 187
734, 821
735, 591
736, 475
737, 354
738, 286
739, 48
740, 188
741, 123
742, 276
743, 242
744, 161
745, 87
746, 182
747, 615
750, 339
751, 140
752, 216
753, 753
754, 352
756, 100
757, 15
758, 734
759, 523
760, 907
761, 159
763, 147
764, 85
765, 471
766, 294
767, 154
768, 130
769, 596
770, 139
772, 96
774, 179
775, 593
776, 306
777, 50
778, 239
779, 99
780, 524
781, 84
782, 221
783, 831
784, 272
785, 369
786, 718
788, 487
789, 62
790, 343
791, 100
793, 521
794, 301
795, 73
796, 96
798, 594
799, 436
800, 374
801, 168
802, 16
803, 146
804, 235
805, 258
806, 317
807, 131
808, 626
810, 168
811, 140
812, 79
813, 124
814, 338
815, 822
816, 533
817, 88
818, 187
819, 338
820, 222
821, 88
822, 108
823, 312
824, 286
825, 148
826, 135
827, 289
828, 184
829, 303
830, 714
831, 123
832, 157
833, 226
834, 407
835, 662
836, 88
838, 108
839, 66
840, 182
841, 774
842, 195
843, 146
844, 222
845, 355
846, 289
847, 54
848, 283
849, 250
850, 218
851, 256
852, 302
853, 782
854, 45
855, 114
856, 791
857, 260
858, 281
859, 144
860, 103
861, 267
862, 276
863, 23
864, 477
865, 368
866, 462
867, 46
868, 149
869, 353
870, 89
871, 97
872, 617
873, 603
874, 398
875, 693
877, 113
878, 107
879, 927
880, 506
881, 397
882, 385
883, 94
884, 213
885, 582
886, 445
887, 62
888, 467
889, 418
890, 479
891, 196
892, 39
893, 646
894, 626
895, 69
896, 114
897, 63
898, 25
899, 113
900, 373
901, 116
902, 374
903, 789
904, 218
905, 941
906, 174
907, 108
908, 181
909, 925
910, 763
911, 33
912, 146
913, 240
914, 625
915, 638
916, 287
917, 433
918, 273
919, 162
920, 285
921, 475
922, 90
923, 363
924, 123
925, 199
926, 132
927, 104
928, 915
929, 120
931, 215
932, 219
933, 341
934, 174
935, 159
936, 741
937, 967
938, 980
939, 138
940, 572
941, 337
942, 139
943, 79
944, 222
945, 114
946, 806
947, 238
948, 190
949, 566
950, 693
951, 496
952, 274
953, 303
954, 384
955, 198
957, 500
958, 217
959, 105
960, 177
961, 737
962, 167
963, 106
964, 430
965, 173
966, 163
967, 533
968, 257
969, 320
970, 601
971, 7
972, 140
973, 84
974, 199
976, 75
978, 582
979, 386
980, 600
981, 127
982, 684
983, 547
984, 294
985, 104
986, 425
987, 190
989, 349
990, 437
991, 282
992, 844
993, 435
994, 168
995, 685
996, 247
998, 61
999, 333
1000, 288
