1, 80
2, 265
3, 251
4, 387
5, 114
6, 102
7, 403
8, 93
9, 350
10, 773
11, 110
12, 406
13, 405
14, 366
15, 426
16, 265
17, 266
18, 513
19, 497
20, 177
21, 322
22, 108
23, 155
24, 659
25, 192
26, 117
27, 866
28, 225
29, 321
30, 791
31, 181
32, 402
33, 193
34, 603
35, 535
36, 741
37, 78
38, 424
39, 398
40, 159
41, 577
42, 375
43, 191
44, 370
45, 864
46, 122
47, 643
48, 460
49, 242
50, 614
51, 941
52, 130
53, 175
54, 849
55, 819
56, 265
57, 705
58, 479
59, 752
60, 159
61, 854
62, 496
63, 329
64, 645
65, 228
66, 367
67, 919
68, 948
69, 134
70, 764
71, 876
72, 462
73, 468
74, 35
75, 793
76, 613
77, 202
78, 139
79, 872
80, 124
81, 412
82, 125
83, 535
84, 161
85, 287
86, 986
87, 396
88, 336
89, 156
90, 406
91, 610
92, 467
93, 244
94, 96
95, 268
96, 108
97, 977
98, 37
99, 439
100, 133
101, 795
102, 101
103, 176
104, 296
105, 415
106, 168
107, 846
108, 265
109, 622
110, 414
111, 318
112, 512
113, 234
114, 114
115, 529
116, 192
117, 584
118, 830
119, 358
120, 122
121, 453
122, 159
123, 351
124, 583
125, 180
126, 343
127, 191
128, 88
129, 235
130, 169
131, 172
132, 656
133, 551
134, 151
135, 67
136, 106
137, 175
138, 546
139, 230
140, 369
141, 75
142, 682
143, 132
144, 89
145, 56
146, 177
147, 103
148, 282
149, 412
150, 92
151, 480
152, 347
153, 835
154, 418
155, 97
156, 139
157, 79
158, 226
159, 445
160, 783
161, 425
162, 65
163, 248
164, 477
165, 825
166, 193
167, 157
168, 171
169, 161
170, 689
171, 163
172, 753
173, 753
174, 282
175, 837
176, 307
177, 77
178, 59
179, 205
180, 180
181, 172
182, 382
183, 69
184, 268
185, 281
186, 347
187, 275
188, 134
189, 372
190, 119
191, 937
192, 206
193, 324
194, 298
195, 363
196, 590
197, 76
198, 118
199, 596
200, 152
201, 552
202, 111
203, 90
204, 399
205, 119
206, 160
207, 785
208, 164
209, 258
210, 645
211, 17
212, 621
213, 646
214, 287
215, 367
216, 936
217, 309
218, 114
219, 279
220, 134
221, 132
222, 364
223, 439
224, 104
225, 415
226, 37
227, 92
228, 485
229, 188
230, 594
231, 639
232, 389
233, 964
234, 788
235, 596
236, 201
237, 69
238, 56
239, 238
240, 169
241, 192
242, 695
243, 371
244, 189
245, 550
246, 181
247, 484
248, 375
249, 445
250, 222
251, 470
252, 295
253, 623
254, 335
255, 139
256, 108
257, 227
258, 60
259, 841
260, 435
261, 821
262, 767
263, 38
264, 820
265, 700
266, 263
267, 364
268, 428
269, 682
270, 177
271, 159
272, 200
273, 346
274, 720
275, 279
276, 529
277, 543
278, 340
279, 513
280, 703
281, 16
282, 422
283, 731
284, 719
285, 150
286, 171
287, 303
288, 493
289, 254
290, 182
291, 665
292, 157
293, 282
294, 117
295, 430
296, 472
297, 402
298, 270
299, 269
300, 181
301, 71
302, 64
303, 268
304, 313
305, 112
306, 777
307, 297
308, 294
309, 207
310, 283
311, 393
312, 146
313, 327
314, 689
315, 259
316, 166
317, 91
318, 81
319, 179
320, 377
321, 768
322, 330
323, 829
324, 557
325, 309
326, 341
327, 138
328, 107
329, 397
330, 211
331, 89
332, 244
333, 101
334, 171
335, 495
336, 571
337, 124
338, 288
339, 752
340, 322
341, 178
342, 69
343, 833
344, 119
345, 872
346, 378
347, 139
348, 372
349, 227
350, 720
351, 141
352, 652
353, 125
354, 279
355, 283
356, 263
357, 349
358, 675
359, 331
360, 673
361, 775
362, 786
363, 138
364, 332
365, 384
366, 137
367, 271
368, 237
369, 567
370, 167
371, 279
372, 300
373, 94
374, 347
375, 106
376, 609
377, 464
378, 187
379, 58
380, 12
381, 175
382, 236
383, 311
384, 438
385, 347
386, 280
387, 326
388, 292
389, 304
390, 297
391, 439
392, 681
393, 284
394, 190
395, 209
396, 776
397, 965
398, 156
399, 220
400, 547
401, 437
402, 822
403, 373
404, 449
405, 305
406, 197
407, 436
408, 134
409, 544
410, 502
411, 416
412, 575
413, 155
414, 357
415, 199
416, 155
417, 540
418, 500
419, 697
420, 655
421, 728
422, 97
423, 863
424, 181
425, 636
426, 395
427, 685
428, 212
429, 672
430, 397
431, 534
432, 449
433, 216
434, 256
435, 162
436, 844
437, 963
438, 680
439, 501
440, 638
441, 572
442, 445
443, 210
444, 349
445, 226
446, 166
447, 249
448, 948
449, 232
450, 943
451, 514
452, 290
453, 863
454, 216
455, 158
456, 63
457, 250
458, 219
459, 263
460, 444
461, 319
462, 110
463, 603
464, 323
465, 29
466, 338
467, 278
468, 958
469, 182
470, 437
471, 162
472, 84
473, 423
474, 287
475, 146
476, 91
477, 86
478, 102
479, 117
480, 220
481, 452
482, 149
483, 859
484, 318
485, 314
486, 964
487, 432
488, 265
489, 358
490, 590
491, 286
492, 247
493, 29
494, 784
495, 514
496, 329
497, 597
498, 438
499, 499
500, 173
501, 162
502, 887
503, 98
504, 456
505, 285
506, 811
507, 109
508, 366
509, 147
510, 218
511, 777
512, 998
513, 140
514, 671
515, 37
516, 48
517, 632
518, 474
519, 310
520, 150
521, 280
522, 98
523, 53
524, 206
525, 454
526, 414
527, 116
528, 565
529, 121
530, 637
531, 143
532, 113
533, 356
534, 165
535, 304
536, 349
537, 40
538, 507
539, 131
540, 140
541, 218
542, 83
543, 197
544, 617
545, 137
546, 294
547, 404
548, 465
549, 319
550, 202
551, 247
552, 237
553, 390
554, 790
555, 804
